item sound pos
126 PRAC 1
124 PRAC 1
125 PRAC 1
122 PRAC 1
121 PRAC 1
123 PRAC 1
46 SLC 5
48 SLC 3
51 SLC 2
49 SLC 4
71 SLC 2
67 SLC 2
53 SLC 4
57 SLC 4
54 SLC 5
78 SLC 5
63 SLC 2
59 SLC 2
42 SLC 5
76 SLC 3
43 SLC 2
73 SLC 4
41 SLC 4
66 SLC 5
75 SLC 2
65 SLC 4
50 SLC 5
77 SLC 4
52 SLC 3
72 SLC 3
79 SLC 2
60 SLC 3
44 SLC 3
61 SLC 4
64 SLC 3
62 SLC 5
68 SLC 3
56 SLC 3
45 SLC 4
69 SLC 4
58 SLC 5
70 SLC 5
55 SLC 2
47 SLC 2
80 SLC 3
74 SLC 5
81 STD 4
82 STD 5
83 STD 2
8 DEV 3
117 STD 4
104 STD 3
18 DEV 5
16 DEV 3
119 STD 2
15 DEV 2
19 DEV 2
39 DEV 2
120 STD 3
91 STD 2
86 STD 5
96 STD 3
11 DEV 2
116 STD 3
112 STD 3
101 STD 4
102 STD 5
106 STD 5
7 DEV 2
10 DEV 5
95 STD 2
12 DEV 3
27 DEV 2
38 DEV 5
36 DEV 3
28 DEV 3
108 STD 3
92 STD 3
26 DEV 5
13 DEV 4
37 DEV 4
98 STD 5
24 DEV 3
118 STD 5
100 STD 3
94 STD 5
25 DEV 4
88 STD 3
3 DEV 2
103 STD 2
17 DEV 4
114 STD 5
5 DEV 4
40 DEV 3
89 STD 4
34 DEV 5
84 STD 3
105 STD 4
21 DEV 4
14 DEV 5
23 DEV 2
32 DEV 3
33 DEV 4
9 DEV 4
22 DEV 5
110 STD 5
99 STD 2
97 STD 4
85 STD 4
113 STD 4
90 STD 5
107 STD 2
29 DEV 4
115 STD 2
20 DEV 3
109 STD 4
111 STD 2
31 DEV 2
6 DEV 5
87 STD 2
4 DEV 3
2 DEV 5
1 DEV 4
30 DEV 5
93 STD 4
35 DEV 2
