item sound pos
124 PRAC 1
125 PRAC 1
126 PRAC 1
122 PRAC 1
121 PRAC 1
123 PRAC 1
1 STD 4
2 STD 5
3 STD 2
74 DEV 5
5 STD 4
20 STD 3
67 DEV 2
11 STD 2
28 STD 3
13 STD 4
17 STD 4
55 DEV 2
39 STD 2
78 DEV 5
4 STD 3
62 DEV 5
40 STD 3
79 DEV 2
32 STD 3
56 DEV 3
71 DEV 2
19 STD 2
22 STD 5
9 STD 4
47 DEV 2
73 DEV 4
58 DEV 5
64 DEV 3
15 STD 2
37 STD 4
41 DEV 4
44 DEV 3
59 DEV 2
23 STD 2
48 DEV 3
75 DEV 2
63 DEV 2
45 DEV 4
46 DEV 5
72 DEV 3
30 STD 5
12 STD 3
53 DEV 4
61 DEV 4
42 DEV 5
80 DEV 3
76 DEV 3
18 STD 5
33 STD 4
34 STD 5
43 DEV 2
60 DEV 3
6 STD 5
70 DEV 5
29 STD 4
14 STD 5
31 STD 2
7 STD 2
66 DEV 5
49 DEV 4
54 DEV 5
52 DEV 3
36 STD 3
65 DEV 4
8 STD 3
16 STD 3
21 STD 4
38 STD 5
68 DEV 3
77 DEV 4
25 STD 4
26 STD 5
27 STD 2
50 DEV 5
10 STD 5
69 DEV 4
35 STD 2
51 DEV 2
57 DEV 4
24 STD 3
110 SLC 5
111 SLC 2
84 SLC 3
94 SLC 5
93 SLC 4
112 SLC 3
103 SLC 2
97 SLC 4
113 SLC 4
83 SLC 2
115 SLC 2
82 SLC 5
88 SLC 3
92 SLC 3
104 SLC 3
95 SLC 2
99 SLC 2
116 SLC 3
102 SLC 5
90 SLC 5
120 SLC 3
109 SLC 4
118 SLC 5
105 SLC 4
106 SLC 5
101 SLC 4
117 SLC 4
98 SLC 5
81 SLC 4
107 SLC 2
114 SLC 5
89 SLC 4
100 SLC 3
91 SLC 2
87 SLC 2
96 SLC 3
86 SLC 5
119 SLC 2
85 SLC 4
108 SLC 3
