item sound pos
123 PRAC 1
126 PRAC 1
125 PRAC 1
122 PRAC 1
121 PRAC 1
124 PRAC 1
1 STD 2
2 STD 3
3 STD 4
63 DEV 4
78 DEV 3
13 STD 2
5 STD 2
35 STD 4
40 STD 5
75 DEV 4
8 STD 5
51 DEV 4
17 STD 2
41 DEV 2
50 DEV 3
43 DEV 4
58 DEV 3
15 STD 4
54 DEV 3
61 DEV 2
36 STD 5
53 DEV 2
14 STD 3
73 DEV 2
21 STD 2
45 DEV 2
19 STD 4
60 DEV 5
24 STD 5
27 STD 4
70 DEV 3
68 DEV 5
59 DEV 4
72 DEV 5
7 STD 4
62 DEV 3
49 DEV 2
20 STD 5
6 STD 3
25 STD 2
4 STD 5
39 STD 4
10 STD 3
80 DEV 5
71 DEV 4
47 DEV 4
76 DEV 5
56 DEV 5
69 DEV 2
29 STD 2
33 STD 2
32 STD 5
37 STD 2
23 STD 4
11 STD 4
28 STD 5
52 DEV 5
30 STD 3
67 DEV 4
55 DEV 4
22 STD 3
65 DEV 2
46 DEV 3
64 DEV 5
74 DEV 3
38 STD 3
31 STD 4
18 STD 3
79 DEV 4
16 STD 5
9 STD 2
42 DEV 3
26 STD 3
34 STD 3
12 STD 5
48 DEV 5
57 DEV 2
66 DEV 3
77 DEV 2
44 DEV 5
95 SLC 4
119 SLC 4
93 SLC 2
117 SLC 2
120 SLC 5
116 SLC 5
118 SLC 3
85 SLC 2
98 SLC 3
104 SLC 5
82 SLC 3
99 SLC 4
90 SLC 3
102 SLC 3
86 SLC 3
96 SLC 5
88 SLC 5
100 SLC 5
106 SLC 3
114 SLC 3
91 SLC 4
108 SLC 5
89 SLC 2
84 SLC 5
103 SLC 4
107 SLC 4
113 SLC 2
97 SLC 2
110 SLC 3
94 SLC 3
87 SLC 4
112 SLC 5
109 SLC 2
92 SLC 5
101 SLC 2
115 SLC 4
81 SLC 2
111 SLC 4
83 SLC 4
105 SLC 2
