item sound pos
121 PRAC 1
124 PRAC 1
122 PRAC 1
126 PRAC 1
125 PRAC 1
123 PRAC 1
41 STD 5
42 STD 2
43 STD 3
54 STD 2
80 STD 4
96 DEV 4
83 DEV 3
57 STD 5
97 DEV 5
58 STD 2
66 STD 2
99 DEV 3
84 DEV 4
98 DEV 2
94 DEV 2
69 STD 5
92 DEV 4
71 STD 3
75 STD 3
72 STD 4
53 STD 5
115 DEV 3
59 STD 3
70 STD 2
61 STD 5
48 STD 4
45 STD 5
88 DEV 4
51 STD 3
89 DEV 5
63 STD 3
46 STD 2
81 DEV 5
68 STD 4
110 DEV 2
95 DEV 3
82 DEV 2
112 DEV 4
50 STD 2
73 STD 5
107 DEV 3
103 DEV 3
101 DEV 5
52 STD 4
105 DEV 5
44 STD 4
86 DEV 2
78 STD 2
47 STD 3
113 DEV 5
49 STD 5
93 DEV 5
114 DEV 2
79 STD 3
117 DEV 5
67 STD 3
87 DEV 3
119 DEV 3
85 DEV 5
76 STD 4
77 STD 5
120 DEV 4
65 STD 5
102 DEV 2
100 DEV 4
60 STD 4
56 STD 4
91 DEV 3
74 STD 2
64 STD 4
62 STD 2
116 DEV 4
104 DEV 4
55 STD 3
111 DEV 3
109 DEV 5
108 DEV 4
106 DEV 2
90 DEV 2
118 DEV 2
1 SLC 5
22 SLC 2
13 SLC 5
26 SLC 2
34 SLC 2
23 SLC 3
4 SLC 4
37 SLC 5
20 SLC 4
12 SLC 4
21 SLC 5
9 SLC 5
32 SLC 4
17 SLC 5
25 SLC 5
7 SLC 3
30 SLC 2
35 SLC 3
5 SLC 5
6 SLC 2
15 SLC 3
3 SLC 3
40 SLC 4
10 SLC 2
31 SLC 3
28 SLC 4
39 SLC 3
29 SLC 5
36 SLC 4
2 SLC 2
16 SLC 4
38 SLC 2
14 SLC 2
27 SLC 3
24 SLC 4
11 SLC 3
18 SLC 2
19 SLC 3
8 SLC 4
33 SLC 5
