item sound pos
122 PRAC 1
126 PRAC 1
125 PRAC 1
121 PRAC 1
123 PRAC 1
124 PRAC 1
36 SLC 5
12 SLC 5
38 SLC 3
3 SLC 4
11 SLC 4
13 SLC 2
1 SLC 2
35 SLC 4
28 SLC 5
18 SLC 3
29 SLC 2
40 SLC 5
39 SLC 4
10 SLC 3
2 SLC 3
31 SLC 4
17 SLC 2
5 SLC 2
7 SLC 4
20 SLC 5
16 SLC 5
8 SLC 5
9 SLC 2
4 SLC 5
23 SLC 4
19 SLC 4
6 SLC 3
14 SLC 3
26 SLC 3
15 SLC 4
33 SLC 2
30 SLC 3
21 SLC 2
37 SLC 2
32 SLC 5
24 SLC 5
22 SLC 3
34 SLC 3
27 SLC 4
25 SLC 2
41 STD 2
42 STD 3
43 STD 4
117 DEV 2
48 STD 5
57 STD 2
114 DEV 3
68 STD 5
88 DEV 5
94 DEV 3
66 STD 3
92 DEV 5
61 STD 2
53 STD 2
106 DEV 3
51 STD 4
91 DEV 4
111 DEV 4
56 STD 5
54 STD 3
75 STD 4
64 STD 5
85 DEV 2
81 DEV 2
79 STD 4
44 STD 5
97 DEV 2
107 DEV 4
102 DEV 3
58 STD 3
60 STD 5
67 STD 4
98 DEV 3
59 STD 4
84 DEV 5
96 DEV 5
86 DEV 3
62 STD 3
119 DEV 4
101 DEV 2
108 DEV 5
118 DEV 3
72 STD 5
70 STD 3
115 DEV 4
116 DEV 5
45 STD 2
76 STD 5
80 STD 5
104 DEV 5
120 DEV 5
95 DEV 4
49 STD 2
46 STD 3
100 DEV 5
103 DEV 4
110 DEV 3
71 STD 4
99 DEV 4
83 DEV 4
69 STD 2
90 DEV 3
65 STD 2
52 STD 5
73 STD 2
113 DEV 2
93 DEV 2
74 STD 3
109 DEV 2
63 STD 4
89 DEV 2
78 STD 3
82 DEV 3
50 STD 3
105 DEV 2
77 STD 2
112 DEV 5
55 STD 4
87 DEV 4
47 STD 4
