item sound pos
121 PRAC 1
124 PRAC 1
125 PRAC 1
122 PRAC 1
123 PRAC 1
126 PRAC 1
79 SLC 4
73 SLC 2
62 SLC 3
77 SLC 2
80 SLC 5
67 SLC 4
51 SLC 4
60 SLC 5
64 SLC 5
46 SLC 3
57 SLC 2
78 SLC 3
50 SLC 3
74 SLC 3
43 SLC 4
47 SLC 4
42 SLC 3
44 SLC 5
63 SLC 4
75 SLC 4
58 SLC 3
48 SLC 5
72 SLC 5
49 SLC 2
41 SLC 2
70 SLC 3
69 SLC 2
59 SLC 4
53 SLC 2
68 SLC 5
65 SLC 2
54 SLC 3
76 SLC 5
61 SLC 2
71 SLC 4
52 SLC 5
45 SLC 2
56 SLC 5
66 SLC 3
55 SLC 4
81 STD 2
82 STD 3
83 STD 4
9 DEV 2
116 STD 5
113 STD 2
32 DEV 5
21 DEV 2
15 DEV 4
88 STD 5
10 DEV 3
114 STD 3
109 STD 2
90 STD 3
103 STD 4
16 DEV 5
19 DEV 4
95 STD 4
38 DEV 3
100 STD 5
112 STD 5
18 DEV 3
115 STD 4
8 DEV 5
89 STD 2
5 DEV 2
12 DEV 5
14 DEV 3
27 DEV 4
17 DEV 2
31 DEV 4
105 STD 2
22 DEV 3
86 STD 3
28 DEV 5
39 DEV 4
97 STD 2
120 STD 5
29 DEV 2
30 DEV 3
106 STD 3
94 STD 3
34 DEV 3
36 DEV 5
93 STD 2
85 STD 2
101 STD 2
35 DEV 4
2 DEV 3
26 DEV 3
102 STD 3
111 STD 4
4 DEV 5
117 STD 2
84 STD 5
6 DEV 3
37 DEV 2
7 DEV 4
3 DEV 4
96 STD 5
91 STD 4
98 STD 3
25 DEV 2
104 STD 5
20 DEV 5
119 STD 4
118 STD 3
11 DEV 4
23 DEV 4
108 STD 5
1 DEV 2
87 STD 4
13 DEV 2
99 STD 4
107 STD 4
40 DEV 5
24 DEV 5
110 STD 3
92 STD 5
33 DEV 2
