item sound pos
123 PRAC 1
126 PRAC 1
121 PRAC 1
122 PRAC 1
124 PRAC 1
125 PRAC 1
81 STD 3
82 STD 4
83 STD 5
25 DEV 3
6 DEV 4
14 DEV 4
28 DEV 2
116 STD 2
108 STD 2
105 STD 3
20 DEV 2
86 STD 4
16 DEV 2
10 DEV 4
5 DEV 3
3 DEV 5
39 DEV 5
24 DEV 2
100 STD 2
19 DEV 5
4 DEV 2
99 STD 5
36 DEV 2
110 STD 4
102 STD 4
8 DEV 2
30 DEV 4
31 DEV 5
111 STD 5
109 STD 3
33 DEV 3
27 DEV 5
91 STD 5
23 DEV 5
90 STD 4
35 DEV 5
101 STD 3
87 STD 5
21 DEV 3
13 DEV 3
84 STD 2
112 STD 2
9 DEV 3
17 DEV 3
2 DEV 4
94 STD 4
85 STD 3
104 STD 2
96 STD 2
1 DEV 3
32 DEV 2
22 DEV 4
113 STD 3
103 STD 5
12 DEV 2
93 STD 3
118 STD 4
18 DEV 4
117 STD 3
119 STD 5
38 DEV 4
34 DEV 4
40 DEV 2
95 STD 5
29 DEV 3
7 DEV 5
97 STD 3
98 STD 4
88 STD 2
37 DEV 3
120 STD 2
11 DEV 5
89 STD 3
26 DEV 4
114 STD 4
115 STD 5
106 STD 4
92 STD 2
15 DEV 5
107 STD 5
62 SLC 4
51 SLC 5
43 SLC 5
60 SLC 2
54 SLC 4
77 SLC 3
45 SLC 3
71 SLC 5
58 SLC 4
74 SLC 4
64 SLC 2
70 SLC 4
69 SLC 3
72 SLC 2
80 SLC 2
41 SLC 3
67 SLC 5
48 SLC 2
49 SLC 3
66 SLC 4
68 SLC 2
55 SLC 5
59 SLC 5
53 SLC 3
50 SLC 4
57 SLC 3
52 SLC 2
73 SLC 3
75 SLC 5
47 SLC 5
65 SLC 3
76 SLC 2
79 SLC 5
61 SLC 3
44 SLC 2
42 SLC 4
46 SLC 4
56 SLC 2
78 SLC 4
63 SLC 5
