item sound pos
121 PRAC 1
123 PRAC 1
122 PRAC 1
126 PRAC 1
125 PRAC 1
124 PRAC 1
25 SLC 4
11 SLC 2
13 SLC 4
7 SLC 2
34 SLC 5
33 SLC 4
5 SLC 4
6 SLC 5
39 SLC 2
20 SLC 3
22 SLC 5
26 SLC 5
10 SLC 5
3 SLC 2
4 SLC 3
15 SLC 2
29 SLC 4
27 SLC 2
16 SLC 3
21 SLC 4
28 SLC 3
8 SLC 3
32 SLC 3
23 SLC 2
24 SLC 3
17 SLC 4
14 SLC 5
37 SLC 4
31 SLC 2
19 SLC 2
9 SLC 4
35 SLC 2
40 SLC 3
1 SLC 4
30 SLC 5
18 SLC 5
36 SLC 3
38 SLC 5
12 SLC 3
2 SLC 5
41 STD 4
42 STD 5
43 STD 2
96 DEV 3
62 STD 5
97 DEV 4
46 STD 5
74 STD 5
78 STD 5
50 STD 5
106 DEV 5
81 DEV 4
72 STD 3
55 STD 2
75 STD 2
112 DEV 3
80 STD 3
93 DEV 4
57 STD 4
52 STD 3
63 STD 2
69 STD 4
64 STD 3
70 STD 5
116 DEV 3
45 STD 4
98 DEV 5
101 DEV 4
58 STD 5
100 DEV 3
120 DEV 3
82 DEV 5
59 STD 2
68 STD 3
119 DEV 2
67 STD 2
95 DEV 2
54 STD 5
110 DEV 5
49 STD 4
79 STD 2
86 DEV 5
91 DEV 2
114 DEV 5
107 DEV 2
109 DEV 4
84 DEV 3
92 DEV 3
94 DEV 5
76 STD 3
113 DEV 4
90 DEV 5
83 DEV 2
56 STD 3
87 DEV 2
77 STD 4
53 STD 4
85 DEV 4
61 STD 4
47 STD 2
111 DEV 2
104 DEV 3
105 DEV 4
65 STD 4
88 DEV 3
89 DEV 4
99 DEV 2
118 DEV 5
60 STD 3
102 DEV 5
66 STD 5
51 STD 2
73 STD 4
44 STD 3
48 STD 3
108 DEV 3
71 STD 2
117 DEV 4
103 DEV 2
115 DEV 2
