item sound pos
126 PRAC 1
125 PRAC 1
122 PRAC 1
123 PRAC 1
124 PRAC 1
121 PRAC 1
103 SLC 3
108 SLC 4
110 SLC 2
96 SLC 4
91 SLC 3
81 SLC 5
89 SLC 5
98 SLC 2
102 SLC 2
119 SLC 3
99 SLC 3
94 SLC 2
85 SLC 5
118 SLC 2
107 SLC 3
117 SLC 5
112 SLC 4
120 SLC 4
111 SLC 3
90 SLC 2
83 SLC 3
92 SLC 4
115 SLC 3
88 SLC 4
106 SLC 2
100 SLC 4
116 SLC 4
95 SLC 3
93 SLC 5
84 SLC 4
101 SLC 5
86 SLC 2
87 SLC 3
104 SLC 4
105 SLC 5
113 SLC 5
97 SLC 5
114 SLC 2
109 SLC 5
82 SLC 2
1 STD 5
2 STD 2
3 STD 3
34 STD 2
22 STD 2
5 STD 5
63 DEV 3
58 DEV 2
55 DEV 3
7 STD 3
71 DEV 3
41 DEV 5
53 DEV 5
50 DEV 2
36 STD 4
6 STD 2
78 DEV 2
25 STD 5
16 STD 4
77 DEV 5
69 DEV 5
75 DEV 3
59 DEV 3
51 DEV 3
65 DEV 5
68 DEV 4
11 STD 3
8 STD 4
44 DEV 4
4 STD 4
17 STD 5
54 DEV 2
40 STD 4
72 DEV 4
39 STD 3
37 STD 5
48 DEV 4
46 DEV 2
56 DEV 4
12 STD 4
13 STD 5
47 DEV 3
23 STD 3
49 DEV 5
31 STD 3
76 DEV 4
67 DEV 3
79 DEV 3
26 STD 2
28 STD 4
35 STD 3
30 STD 2
64 DEV 4
42 DEV 2
70 DEV 2
73 DEV 5
62 DEV 2
24 STD 4
33 STD 5
43 DEV 3
66 DEV 2
9 STD 5
21 STD 5
20 STD 4
57 DEV 5
27 STD 3
32 STD 4
52 DEV 4
18 STD 2
38 STD 2
61 DEV 5
60 DEV 4
15 STD 3
14 STD 2
19 STD 3
10 STD 2
80 DEV 4
29 STD 5
45 DEV 5
74 DEV 2
