item sound pos
122 PRAC 1
126 PRAC 1
121 PRAC 1
125 PRAC 1
123 PRAC 1
124 PRAC 1
1 STD 4
2 STD 5
3 STD 2
53 DEV 4
31 STD 2
55 DEV 2
21 STD 4
45 DEV 4
73 DEV 4
4 STD 3
39 STD 2
29 STD 4
36 STD 3
61 DEV 4
74 DEV 5
22 STD 5
10 STD 5
79 DEV 2
8 STD 3
37 STD 4
43 DEV 2
54 DEV 5
16 STD 3
7 STD 2
19 STD 2
60 DEV 3
52 DEV 3
44 DEV 3
65 DEV 4
32 STD 3
25 STD 4
80 DEV 3
75 DEV 2
42 DEV 5
24 STD 3
78 DEV 5
9 STD 4
71 DEV 2
30 STD 5
63 DEV 2
69 DEV 4
5 STD 4
20 STD 3
66 DEV 5
40 STD 3
14 STD 5
11 STD 2
46 DEV 5
26 STD 5
62 DEV 5
76 DEV 3
58 DEV 5
41 DEV 4
33 STD 4
51 DEV 2
35 STD 2
64 DEV 3
67 DEV 2
38 STD 5
18 STD 5
72 DEV 3
28 STD 3
15 STD 2
17 STD 4
70 DEV 5
34 STD 5
13 STD 4
50 DEV 5
77 DEV 4
6 STD 5
56 DEV 3
68 DEV 3
27 STD 2
23 STD 2
49 DEV 4
59 DEV 2
48 DEV 3
47 DEV 2
57 DEV 4
12 STD 3
110 SLC 5
96 SLC 3
97 SLC 4
113 SLC 4
115 SLC 2
84 SLC 3
82 SLC 5
119 SLC 2
94 SLC 5
85 SLC 4
116 SLC 3
95 SLC 2
105 SLC 4
93 SLC 4
83 SLC 2
81 SLC 4
118 SLC 5
99 SLC 2
108 SLC 3
90 SLC 5
117 SLC 4
106 SLC 5
87 SLC 2
89 SLC 4
112 SLC 3
103 SLC 2
101 SLC 4
111 SLC 2
86 SLC 5
98 SLC 5
92 SLC 3
104 SLC 3
114 SLC 5
120 SLC 3
107 SLC 2
91 SLC 2
88 SLC 3
100 SLC 3
109 SLC 4
102 SLC 5
