item sound pos
125 PRAC 1
121 PRAC 1
122 PRAC 1
126 PRAC 1
124 PRAC 1
123 PRAC 1
112 SLC 4
98 SLC 2
114 SLC 2
106 SLC 2
115 SLC 3
83 SLC 3
100 SLC 4
84 SLC 4
86 SLC 2
82 SLC 2
105 SLC 5
120 SLC 4
92 SLC 4
116 SLC 4
96 SLC 4
93 SLC 5
113 SLC 5
111 SLC 3
90 SLC 2
117 SLC 5
85 SLC 5
99 SLC 3
103 SLC 3
89 SLC 5
101 SLC 5
108 SLC 4
102 SLC 2
91 SLC 3
94 SLC 2
119 SLC 3
87 SLC 3
109 SLC 5
107 SLC 3
88 SLC 4
81 SLC 5
97 SLC 5
95 SLC 3
118 SLC 2
104 SLC 4
110 SLC 2
1 STD 5
2 STD 2
3 STD 3
68 DEV 4
64 DEV 4
50 DEV 2
49 DEV 5
57 DEV 5
5 STD 5
53 DEV 5
21 STD 5
14 STD 2
22 STD 2
79 DEV 3
29 STD 5
45 DEV 5
75 DEV 3
28 STD 4
33 STD 5
63 DEV 3
72 DEV 4
15 STD 3
12 STD 4
77 DEV 5
60 DEV 4
55 DEV 3
27 STD 3
48 DEV 4
11 STD 3
7 STD 3
25 STD 5
54 DEV 2
37 STD 5
6 STD 2
31 STD 3
59 DEV 3
16 STD 4
61 DEV 5
36 STD 4
69 DEV 5
71 DEV 3
34 STD 2
8 STD 4
4 STD 4
78 DEV 2
67 DEV 3
35 STD 3
24 STD 4
26 STD 2
42 DEV 2
51 DEV 3
62 DEV 2
30 STD 2
70 DEV 2
32 STD 4
10 STD 2
52 DEV 4
41 DEV 5
65 DEV 5
17 STD 5
9 STD 5
76 DEV 4
40 STD 4
58 DEV 2
74 DEV 2
39 STD 3
13 STD 5
56 DEV 4
18 STD 2
73 DEV 5
47 DEV 3
38 STD 2
80 DEV 4
43 DEV 3
46 DEV 2
20 STD 4
44 DEV 4
19 STD 3
23 STD 3
66 DEV 2
