item sound pos
121 PRAC 1
124 PRAC 1
126 PRAC 1
123 PRAC 1
122 PRAC 1
125 PRAC 1
78 SLC 3
74 SLC 3
50 SLC 3
49 SLC 2
58 SLC 3
57 SLC 2
61 SLC 2
62 SLC 3
45 SLC 2
72 SLC 5
56 SLC 5
80 SLC 5
48 SLC 5
43 SLC 4
76 SLC 5
68 SLC 5
63 SLC 4
64 SLC 5
44 SLC 5
66 SLC 3
73 SLC 2
75 SLC 4
60 SLC 5
65 SLC 2
41 SLC 2
46 SLC 3
51 SLC 4
47 SLC 4
69 SLC 2
71 SLC 4
70 SLC 3
55 SLC 4
79 SLC 4
52 SLC 5
67 SLC 4
53 SLC 2
77 SLC 2
54 SLC 3
42 SLC 3
59 SLC 4
81 STD 2
82 STD 3
83 STD 4
90 STD 3
36 DEV 5
22 DEV 3
2 DEV 3
88 STD 5
38 DEV 3
118 STD 3
84 STD 5
109 STD 2
113 STD 2
11 DEV 4
110 STD 3
120 STD 5
28 DEV 5
13 DEV 2
34 DEV 3
10 DEV 3
97 STD 2
27 DEV 4
93 STD 2
26 DEV 3
12 DEV 5
17 DEV 2
18 DEV 3
94 STD 3
101 STD 2
100 STD 5
32 DEV 5
92 STD 5
6 DEV 3
3 DEV 4
86 STD 3
108 STD 5
106 STD 3
87 STD 4
1 DEV 2
4 DEV 5
117 STD 2
112 STD 5
96 STD 5
103 STD 4
115 STD 4
33 DEV 2
35 DEV 4
95 STD 4
114 STD 3
105 STD 2
40 DEV 5
20 DEV 5
24 DEV 5
91 STD 4
98 STD 3
21 DEV 2
111 STD 4
39 DEV 4
31 DEV 4
107 STD 4
19 DEV 4
104 STD 5
7 DEV 4
23 DEV 4
30 DEV 3
15 DEV 4
102 STD 3
8 DEV 5
116 STD 5
89 STD 2
25 DEV 2
14 DEV 3
37 DEV 2
16 DEV 5
85 STD 2
9 DEV 2
119 STD 4
5 DEV 2
99 STD 4
29 DEV 2
