item sound pos
123 PRAC 1
122 PRAC 1
125 PRAC 1
126 PRAC 1
124 PRAC 1
121 PRAC 1
101 SLC 5
84 SLC 4
90 SLC 2
87 SLC 3
82 SLC 2
99 SLC 3
106 SLC 2
109 SLC 5
117 SLC 5
89 SLC 5
114 SLC 2
118 SLC 2
96 SLC 4
113 SLC 5
111 SLC 3
94 SLC 2
100 SLC 4
92 SLC 4
120 SLC 4
88 SLC 4
116 SLC 4
115 SLC 3
81 SLC 5
85 SLC 5
105 SLC 5
110 SLC 2
104 SLC 4
119 SLC 3
107 SLC 3
103 SLC 3
93 SLC 5
108 SLC 4
91 SLC 3
98 SLC 2
83 SLC 3
112 SLC 4
97 SLC 5
102 SLC 2
95 SLC 3
86 SLC 2
1 STD 5
2 STD 2
3 STD 3
64 DEV 4
61 DEV 5
40 STD 4
15 STD 3
42 DEV 2
29 STD 5
41 DEV 5
70 DEV 2
37 STD 5
4 STD 4
74 DEV 2
69 DEV 5
13 STD 5
45 DEV 5
19 STD 3
43 DEV 3
38 STD 2
53 DEV 5
25 STD 5
24 STD 4
33 STD 5
65 DEV 5
21 STD 5
50 DEV 2
6 STD 2
34 STD 2
68 DEV 4
71 DEV 3
47 DEV 3
48 DEV 4
16 STD 4
72 DEV 4
28 STD 4
7 STD 3
77 DEV 5
36 STD 4
79 DEV 3
44 DEV 4
76 DEV 4
35 STD 3
54 DEV 2
18 STD 2
73 DEV 5
20 STD 4
27 STD 3
66 DEV 2
46 DEV 2
8 STD 4
31 STD 3
10 STD 2
60 DEV 4
58 DEV 2
52 DEV 4
11 STD 3
57 DEV 5
39 STD 3
51 DEV 3
62 DEV 2
59 DEV 3
78 DEV 2
75 DEV 3
9 STD 5
63 DEV 3
22 STD 2
17 STD 5
14 STD 2
80 DEV 4
12 STD 4
5 STD 5
23 STD 3
26 STD 2
55 DEV 3
49 DEV 5
30 STD 2
56 DEV 4
67 DEV 3
32 STD 4
