item sound pos
122 PRAC 1
125 PRAC 1
123 PRAC 1
124 PRAC 1
126 PRAC 1
121 PRAC 1
59 SLC 2
57 SLC 4
48 SLC 3
79 SLC 2
50 SLC 5
63 SLC 2
44 SLC 3
74 SLC 5
71 SLC 2
64 SLC 3
73 SLC 4
53 SLC 4
72 SLC 3
42 SLC 5
75 SLC 2
56 SLC 3
54 SLC 5
52 SLC 3
47 SLC 2
76 SLC 3
58 SLC 5
70 SLC 5
66 SLC 5
51 SLC 2
49 SLC 4
60 SLC 3
41 SLC 4
55 SLC 2
45 SLC 4
80 SLC 3
43 SLC 2
78 SLC 5
77 SLC 4
65 SLC 4
61 SLC 4
46 SLC 5
68 SLC 3
69 SLC 4
67 SLC 2
62 SLC 5
81 STD 4
82 STD 5
83 STD 2
114 STD 5
97 STD 4
99 STD 2
35 DEV 2
118 STD 5
94 STD 5
106 STD 5
108 STD 3
31 DEV 2
29 DEV 4
40 DEV 3
115 STD 2
16 DEV 3
14 DEV 5
13 DEV 4
116 STD 3
27 DEV 2
9 DEV 4
25 DEV 4
18 DEV 5
119 STD 2
37 DEV 4
86 STD 5
34 DEV 5
33 DEV 4
15 DEV 2
7 DEV 2
120 STD 3
2 DEV 5
5 DEV 4
104 STD 3
3 DEV 2
12 DEV 3
113 STD 4
110 STD 5
11 DEV 2
105 STD 4
92 STD 3
24 DEV 3
98 STD 5
84 STD 3
17 DEV 4
26 DEV 5
32 DEV 3
112 STD 3
19 DEV 2
101 STD 4
111 STD 2
100 STD 3
87 STD 2
103 STD 2
109 STD 4
30 DEV 5
93 STD 4
95 STD 2
22 DEV 5
88 STD 3
23 DEV 2
102 STD 5
36 DEV 3
28 DEV 3
39 DEV 2
10 DEV 5
90 STD 5
1 DEV 4
21 DEV 4
6 DEV 5
8 DEV 3
85 STD 4
107 STD 2
4 DEV 3
91 STD 2
117 STD 4
89 STD 4
20 DEV 3
96 STD 3
38 DEV 5
