item sound pos
122 PRAC 1
123 PRAC 1
124 PRAC 1
121 PRAC 1
125 PRAC 1
126 PRAC 1
68 SLC 3
72 SLC 3
51 SLC 2
74 SLC 5
46 SLC 5
57 SLC 4
80 SLC 3
50 SLC 5
63 SLC 2
48 SLC 3
65 SLC 4
79 SLC 2
75 SLC 2
55 SLC 2
54 SLC 5
62 SLC 5
78 SLC 5
49 SLC 4
42 SLC 5
41 SLC 4
43 SLC 2
61 SLC 4
69 SLC 4
59 SLC 2
66 SLC 5
44 SLC 3
77 SLC 4
53 SLC 4
64 SLC 3
73 SLC 4
71 SLC 2
56 SLC 3
45 SLC 4
60 SLC 3
76 SLC 3
58 SLC 5
52 SLC 3
47 SLC 2
70 SLC 5
67 SLC 2
81 STD 4
82 STD 5
83 STD 2
23 DEV 2
86 STD 5
35 DEV 2
95 STD 2
28 DEV 3
88 STD 3
90 STD 5
99 STD 2
40 DEV 3
85 STD 4
1 DEV 4
94 STD 5
91 STD 2
4 DEV 3
37 DEV 4
112 STD 3
107 STD 2
89 STD 4
38 DEV 5
31 DEV 2
6 DEV 5
29 DEV 4
92 STD 3
19 DEV 2
11 DEV 2
101 STD 4
22 DEV 5
105 STD 4
18 DEV 5
111 STD 2
8 DEV 3
115 STD 2
108 STD 3
93 STD 4
34 DEV 5
120 STD 3
87 STD 2
110 STD 5
24 DEV 3
96 STD 3
16 DEV 3
30 DEV 5
32 DEV 3
3 DEV 2
12 DEV 3
17 DEV 4
119 STD 2
104 STD 3
26 DEV 5
36 DEV 3
114 STD 5
109 STD 4
14 DEV 5
25 DEV 4
33 DEV 4
9 DEV 4
116 STD 3
7 DEV 2
103 STD 2
10 DEV 5
118 STD 5
98 STD 5
100 STD 3
2 DEV 5
13 DEV 4
27 DEV 2
84 STD 3
21 DEV 4
106 STD 5
97 STD 4
5 DEV 4
102 STD 5
113 STD 4
20 DEV 3
117 STD 4
15 DEV 2
39 DEV 2
