item sound pos
125 PRAC 1
126 PRAC 1
122 PRAC 1
123 PRAC 1
121 PRAC 1
124 PRAC 1
81 STD 5
82 STD 2
83 STD 3
9 DEV 5
38 DEV 2
84 STD 4
15 DEV 3
20 DEV 4
6 DEV 2
14 DEV 2
37 DEV 5
3 DEV 3
26 DEV 2
100 STD 4
31 DEV 3
8 DEV 4
95 STD 3
19 DEV 3
34 DEV 2
30 DEV 2
23 DEV 3
29 DEV 5
107 STD 3
28 DEV 4
99 STD 3
4 DEV 4
105 STD 5
111 STD 3
103 STD 3
114 STD 2
12 DEV 4
1 DEV 5
94 STD 2
117 STD 5
27 DEV 3
11 DEV 3
39 DEV 3
119 STD 3
116 STD 4
33 DEV 5
40 DEV 4
24 DEV 4
115 STD 3
5 DEV 5
98 STD 2
118 STD 2
21 DEV 5
17 DEV 5
91 STD 3
109 STD 5
108 STD 4
92 STD 4
112 STD 4
101 STD 5
7 DEV 3
93 STD 5
87 STD 3
22 DEV 2
113 STD 5
89 STD 5
104 STD 4
97 STD 5
90 STD 2
18 DEV 2
102 STD 2
35 DEV 3
10 DEV 2
88 STD 4
96 STD 4
2 DEV 2
85 STD 5
106 STD 2
36 DEV 4
32 DEV 4
110 STD 2
13 DEV 5
86 STD 2
120 STD 4
16 DEV 4
25 DEV 5
75 SLC 3
79 SLC 3
45 SLC 5
69 SLC 5
48 SLC 4
68 SLC 4
59 SLC 3
74 SLC 2
67 SLC 3
77 SLC 5
73 SLC 5
52 SLC 4
51 SLC 3
60 SLC 4
66 SLC 2
56 SLC 4
41 SLC 5
76 SLC 4
72 SLC 4
55 SLC 3
58 SLC 2
78 SLC 2
47 SLC 3
62 SLC 2
46 SLC 2
65 SLC 5
49 SLC 5
43 SLC 3
64 SLC 4
54 SLC 2
70 SLC 2
80 SLC 4
71 SLC 3
61 SLC 5
57 SLC 5
53 SLC 5
44 SLC 4
42 SLC 2
63 SLC 3
50 SLC 2
