item sound pos
125 PRAC 1
122 PRAC 1
124 PRAC 1
123 PRAC 1
126 PRAC 1
121 PRAC 1
80 SLC 5
77 SLC 2
60 SLC 5
59 SLC 4
78 SLC 3
54 SLC 3
67 SLC 4
58 SLC 3
53 SLC 2
42 SLC 3
79 SLC 4
55 SLC 4
74 SLC 3
69 SLC 2
66 SLC 3
51 SLC 4
61 SLC 2
52 SLC 5
72 SLC 5
70 SLC 3
73 SLC 2
68 SLC 5
63 SLC 4
45 SLC 2
71 SLC 4
49 SLC 2
57 SLC 2
46 SLC 3
43 SLC 4
62 SLC 3
41 SLC 2
64 SLC 5
56 SLC 5
65 SLC 2
50 SLC 3
47 SLC 4
44 SLC 5
76 SLC 5
48 SLC 5
75 SLC 4
81 STD 2
82 STD 3
83 STD 4
34 DEV 3
14 DEV 3
92 STD 5
117 STD 2
9 DEV 2
39 DEV 4
27 DEV 4
107 STD 4
30 DEV 3
35 DEV 4
36 DEV 5
115 STD 4
8 DEV 5
33 DEV 2
2 DEV 3
111 STD 4
15 DEV 4
1 DEV 2
84 STD 5
18 DEV 3
32 DEV 5
89 STD 2
13 DEV 2
4 DEV 5
110 STD 3
91 STD 4
114 STD 3
19 DEV 4
31 DEV 4
93 STD 2
16 DEV 5
24 DEV 5
100 STD 5
94 STD 3
21 DEV 2
102 STD 3
3 DEV 4
28 DEV 5
86 STD 3
116 STD 5
22 DEV 3
12 DEV 5
104 STD 5
5 DEV 2
38 DEV 3
37 DEV 2
88 STD 5
6 DEV 3
109 STD 2
96 STD 5
105 STD 2
25 DEV 2
40 DEV 5
106 STD 3
99 STD 4
112 STD 5
87 STD 4
11 DEV 4
23 DEV 4
119 STD 4
7 DEV 4
85 STD 2
90 STD 3
97 STD 2
17 DEV 2
20 DEV 5
10 DEV 3
118 STD 3
26 DEV 3
95 STD 4
120 STD 5
101 STD 2
103 STD 4
98 STD 3
113 STD 2
108 STD 5
29 DEV 2
