item sound pos
123 PRAC 1
125 PRAC 1
122 PRAC 1
126 PRAC 1
124 PRAC 1
121 PRAC 1
10 SLC 5
8 SLC 3
38 SLC 5
15 SLC 2
26 SLC 5
24 SLC 3
9 SLC 4
36 SLC 3
4 SLC 3
16 SLC 3
7 SLC 2
20 SLC 3
28 SLC 3
3 SLC 2
30 SLC 5
25 SLC 4
39 SLC 2
17 SLC 4
18 SLC 5
34 SLC 5
6 SLC 5
14 SLC 5
35 SLC 2
23 SLC 2
31 SLC 2
21 SLC 4
19 SLC 2
11 SLC 2
22 SLC 5
37 SLC 4
40 SLC 3
27 SLC 2
32 SLC 3
33 SLC 4
13 SLC 4
1 SLC 4
2 SLC 5
5 SLC 4
29 SLC 4
12 SLC 3
41 STD 4
42 STD 5
43 STD 2
87 DEV 2
58 STD 5
107 DEV 2
110 DEV 5
55 STD 2
86 DEV 5
52 STD 3
82 DEV 5
50 STD 5
96 DEV 3
111 DEV 2
80 STD 3
63 STD 2
99 DEV 2
92 DEV 3
48 STD 3
61 STD 4
101 DEV 4
56 STD 3
62 STD 5
104 DEV 3
79 STD 2
117 DEV 4
54 STD 5
78 STD 5
98 DEV 5
49 STD 4
94 DEV 5
60 STD 3
112 DEV 3
108 DEV 3
113 DEV 4
93 DEV 4
57 STD 4
83 DEV 2
73 STD 4
45 STD 4
115 DEV 2
77 STD 4
69 STD 4
119 DEV 2
71 STD 2
85 DEV 4
97 DEV 4
76 STD 3
109 DEV 4
116 DEV 3
74 STD 5
59 STD 2
70 STD 5
81 DEV 4
66 STD 5
114 DEV 5
46 STD 5
51 STD 2
68 STD 3
72 STD 3
100 DEV 3
88 DEV 3
120 DEV 3
102 DEV 5
47 STD 2
90 DEV 5
65 STD 4
91 DEV 2
67 STD 2
89 DEV 4
118 DEV 5
64 STD 3
95 DEV 2
75 STD 2
105 DEV 4
103 DEV 2
53 STD 4
106 DEV 5
44 STD 3
84 DEV 3
