item sound pos
122 PRAC 1
126 PRAC 1
121 PRAC 1
124 PRAC 1
125 PRAC 1
123 PRAC 1
41 STD 5
42 STD 2
43 STD 3
63 STD 3
107 DEV 3
114 DEV 2
115 DEV 3
82 DEV 2
84 DEV 4
90 DEV 2
73 STD 5
62 STD 2
44 STD 4
87 DEV 3
69 STD 5
113 DEV 5
118 DEV 2
59 STD 3
55 STD 3
104 DEV 4
80 STD 4
119 DEV 3
96 DEV 4
105 DEV 5
61 STD 5
120 DEV 4
89 DEV 5
68 STD 4
58 STD 2
117 DEV 5
46 STD 2
106 DEV 2
54 STD 2
78 STD 2
74 STD 2
77 STD 5
98 DEV 2
47 STD 3
112 DEV 4
116 DEV 4
99 DEV 3
71 STD 3
95 DEV 3
81 DEV 5
50 STD 2
66 STD 2
52 STD 4
48 STD 4
75 STD 3
56 STD 4
108 DEV 4
85 DEV 5
102 DEV 2
94 DEV 2
70 STD 2
51 STD 3
49 STD 5
88 DEV 4
65 STD 5
64 STD 4
72 STD 4
93 DEV 5
92 DEV 4
53 STD 5
76 STD 4
101 DEV 5
57 STD 5
83 DEV 3
91 DEV 3
111 DEV 3
79 STD 3
86 DEV 2
97 DEV 5
110 DEV 2
67 STD 3
100 DEV 4
103 DEV 3
109 DEV 5
45 STD 5
60 STD 4
21 SLC 5
20 SLC 4
15 SLC 3
17 SLC 5
10 SLC 2
18 SLC 2
40 SLC 4
14 SLC 2
38 SLC 2
39 SLC 3
25 SLC 5
26 SLC 2
2 SLC 2
22 SLC 2
35 SLC 3
19 SLC 3
37 SLC 5
27 SLC 3
36 SLC 4
23 SLC 3
9 SLC 5
7 SLC 3
13 SLC 5
32 SLC 4
16 SLC 4
8 SLC 4
12 SLC 4
33 SLC 5
31 SLC 3
4 SLC 4
6 SLC 2
30 SLC 2
24 SLC 4
11 SLC 3
34 SLC 2
1 SLC 5
28 SLC 4
29 SLC 5
5 SLC 5
3 SLC 3
