item sound pos
122 PRAC 1
123 PRAC 1
125 PRAC 1
126 PRAC 1
121 PRAC 1
124 PRAC 1
81 STD 5
82 STD 2
83 STD 3
15 DEV 3
31 DEV 3
93 STD 5
87 STD 3
11 DEV 3
104 STD 4
40 DEV 4
85 STD 5
38 DEV 2
114 STD 2
24 DEV 4
35 DEV 3
28 DEV 4
107 STD 3
118 STD 2
111 STD 3
120 STD 4
19 DEV 3
21 DEV 5
5 DEV 5
12 DEV 4
115 STD 3
36 DEV 4
98 STD 2
88 STD 4
29 DEV 5
20 DEV 4
116 STD 4
10 DEV 2
109 STD 5
101 STD 5
33 DEV 5
4 DEV 4
95 STD 3
17 DEV 5
86 STD 2
9 DEV 5
3 DEV 3
39 DEV 3
112 STD 4
8 DEV 4
94 STD 2
34 DEV 2
22 DEV 2
117 STD 5
119 STD 3
23 DEV 3
108 STD 4
106 STD 2
97 STD 5
92 STD 4
100 STD 4
2 DEV 2
110 STD 2
27 DEV 3
103 STD 3
105 STD 5
6 DEV 2
16 DEV 4
37 DEV 5
96 STD 4
90 STD 2
84 STD 4
18 DEV 2
30 DEV 2
13 DEV 5
25 DEV 5
99 STD 3
91 STD 3
14 DEV 2
1 DEV 5
7 DEV 3
113 STD 5
26 DEV 2
89 STD 5
102 STD 2
32 DEV 4
51 SLC 3
64 SLC 4
78 SLC 2
74 SLC 2
46 SLC 2
55 SLC 3
67 SLC 3
71 SLC 3
73 SLC 5
80 SLC 4
56 SLC 4
66 SLC 2
70 SLC 2
53 SLC 5
43 SLC 3
44 SLC 4
41 SLC 5
68 SLC 4
52 SLC 4
57 SLC 5
69 SLC 5
54 SLC 2
77 SLC 5
48 SLC 4
63 SLC 3
45 SLC 5
49 SLC 5
61 SLC 5
59 SLC 3
75 SLC 3
50 SLC 2
60 SLC 4
79 SLC 3
76 SLC 4
72 SLC 4
58 SLC 2
65 SLC 5
47 SLC 3
62 SLC 2
42 SLC 2
