item sound pos
126 PRAC 1
125 PRAC 1
122 PRAC 1
121 PRAC 1
124 PRAC 1
123 PRAC 1
81 STD 5
82 STD 2
83 STD 3
86 STD 2
38 DEV 2
108 STD 4
87 STD 3
105 STD 5
92 STD 4
39 DEV 3
33 DEV 5
102 STD 2
118 STD 2
35 DEV 3
40 DEV 4
1 DEV 5
12 DEV 4
95 STD 3
19 DEV 3
10 DEV 2
120 STD 4
112 STD 4
84 STD 4
36 DEV 4
93 STD 5
2 DEV 2
97 STD 5
7 DEV 3
116 STD 4
23 DEV 3
6 DEV 2
25 DEV 5
107 STD 3
9 DEV 5
27 DEV 3
94 STD 2
104 STD 4
111 STD 3
109 STD 5
37 DEV 5
20 DEV 4
30 DEV 2
16 DEV 4
8 DEV 4
98 STD 2
114 STD 2
96 STD 4
115 STD 3
24 DEV 4
31 DEV 3
3 DEV 3
89 STD 5
34 DEV 2
11 DEV 3
99 STD 3
100 STD 4
29 DEV 5
91 STD 3
22 DEV 2
103 STD 3
117 STD 5
28 DEV 4
119 STD 3
4 DEV 4
17 DEV 5
88 STD 4
21 DEV 5
14 DEV 2
85 STD 5
106 STD 2
26 DEV 2
90 STD 2
15 DEV 3
32 DEV 4
18 DEV 2
113 STD 5
101 STD 5
5 DEV 5
13 DEV 5
110 STD 2
64 SLC 4
70 SLC 2
54 SLC 2
72 SLC 4
56 SLC 4
49 SLC 5
67 SLC 3
78 SLC 2
75 SLC 3
61 SLC 5
46 SLC 2
51 SLC 3
68 SLC 4
69 SLC 5
79 SLC 3
42 SLC 2
59 SLC 3
63 SLC 3
71 SLC 3
43 SLC 3
45 SLC 5
55 SLC 3
65 SLC 5
41 SLC 5
80 SLC 4
53 SLC 5
66 SLC 2
77 SLC 5
52 SLC 4
73 SLC 5
74 SLC 2
60 SLC 4
76 SLC 4
58 SLC 2
57 SLC 5
48 SLC 4
44 SLC 4
62 SLC 2
47 SLC 3
50 SLC 2
