item sound pos
121 PRAC 1
124 PRAC 1
123 PRAC 1
122 PRAC 1
125 PRAC 1
126 PRAC 1
89 SLC 5
90 SLC 2
92 SLC 4
101 SLC 5
83 SLC 3
119 SLC 3
95 SLC 3
117 SLC 5
102 SLC 2
81 SLC 5
100 SLC 4
88 SLC 4
116 SLC 4
104 SLC 4
99 SLC 3
115 SLC 3
93 SLC 5
111 SLC 3
112 SLC 4
109 SLC 5
97 SLC 5
118 SLC 2
106 SLC 2
94 SLC 2
85 SLC 5
103 SLC 3
114 SLC 2
105 SLC 5
96 SLC 4
98 SLC 2
110 SLC 2
91 SLC 3
84 SLC 4
86 SLC 2
82 SLC 2
107 SLC 3
108 SLC 4
113 SLC 5
120 SLC 4
87 SLC 3
1 STD 5
2 STD 2
3 STD 3
69 DEV 5
65 DEV 5
54 DEV 2
32 STD 4
63 DEV 3
35 STD 3
16 STD 4
15 STD 3
4 STD 4
34 STD 2
74 DEV 2
64 DEV 4
24 STD 4
7 STD 3
12 STD 4
44 DEV 4
57 DEV 5
29 STD 5
33 STD 5
27 STD 3
71 DEV 3
30 STD 2
37 STD 5
51 DEV 3
22 STD 2
6 STD 2
31 STD 3
55 DEV 3
59 DEV 3
77 DEV 5
72 DEV 4
19 STD 3
66 DEV 2
76 DEV 4
8 STD 4
80 DEV 4
40 STD 4
49 DEV 5
18 STD 2
23 STD 3
58 DEV 2
41 DEV 5
61 DEV 5
43 DEV 3
75 DEV 3
36 STD 4
53 DEV 5
70 DEV 2
10 STD 2
56 DEV 4
38 STD 2
9 STD 5
48 DEV 4
50 DEV 2
45 DEV 5
14 STD 2
21 STD 5
28 STD 4
5 STD 5
78 DEV 2
26 STD 2
79 DEV 3
60 DEV 4
47 DEV 3
20 STD 4
73 DEV 5
42 DEV 2
52 DEV 4
13 STD 5
11 STD 3
17 STD 5
39 STD 3
68 DEV 4
46 DEV 2
62 DEV 2
67 DEV 3
25 STD 5
