item sound pos
125 PRAC 1
122 PRAC 1
121 PRAC 1
126 PRAC 1
124 PRAC 1
123 PRAC 1
1 STD 2
2 STD 3
3 STD 4
20 STD 5
11 STD 4
52 DEV 5
46 DEV 3
59 DEV 4
49 DEV 2
65 DEV 2
80 DEV 5
30 STD 3
54 DEV 3
56 DEV 5
31 STD 4
9 STD 2
34 STD 3
33 STD 2
18 STD 3
39 STD 4
36 STD 5
16 STD 5
48 DEV 5
70 DEV 3
44 DEV 5
24 STD 5
62 DEV 3
12 STD 5
72 DEV 5
60 DEV 5
61 DEV 2
4 STD 5
22 STD 3
55 DEV 4
25 STD 2
71 DEV 4
42 DEV 3
75 DEV 4
13 STD 2
28 STD 5
14 STD 3
76 DEV 5
77 DEV 2
35 STD 4
7 STD 4
67 DEV 4
38 STD 3
78 DEV 3
41 DEV 2
53 DEV 2
63 DEV 4
19 STD 4
64 DEV 5
37 STD 2
17 STD 2
40 STD 5
6 STD 3
51 DEV 4
5 STD 2
26 STD 3
10 STD 3
73 DEV 2
23 STD 4
47 DEV 4
32 STD 5
43 DEV 4
50 DEV 3
45 DEV 2
27 STD 4
57 DEV 2
74 DEV 3
58 DEV 3
66 DEV 3
69 DEV 2
29 STD 2
21 STD 2
15 STD 4
68 DEV 5
8 STD 5
79 DEV 4
114 SLC 3
120 SLC 5
117 SLC 2
96 SLC 5
92 SLC 5
81 SLC 2
87 SLC 4
83 SLC 4
84 SLC 5
104 SLC 5
113 SLC 2
102 SLC 3
100 SLC 5
112 SLC 5
101 SLC 2
93 SLC 2
119 SLC 4
103 SLC 4
111 SLC 4
85 SLC 2
82 SLC 3
88 SLC 5
90 SLC 3
98 SLC 3
118 SLC 3
105 SLC 2
99 SLC 4
109 SLC 2
115 SLC 4
106 SLC 3
91 SLC 4
95 SLC 4
107 SLC 4
86 SLC 3
108 SLC 5
110 SLC 3
116 SLC 5
94 SLC 3
97 SLC 2
89 SLC 2
