item sound pos
121 PRAC 1
124 PRAC 1
122 PRAC 1
125 PRAC 1
123 PRAC 1
126 PRAC 1
1 STD 4
2 STD 5
3 STD 2
11 STD 2
18 STD 5
10 STD 5
79 DEV 2
45 DEV 4
60 DEV 3
77 DEV 4
40 STD 3
14 STD 5
37 STD 4
17 STD 4
78 DEV 5
59 DEV 2
56 DEV 3
65 DEV 4
73 DEV 4
33 STD 4
50 DEV 5
47 DEV 2
72 DEV 3
19 STD 2
71 DEV 2
9 STD 4
44 DEV 3
6 STD 5
52 DEV 3
20 STD 3
55 DEV 2
58 DEV 5
7 STD 2
4 STD 3
12 STD 3
49 DEV 4
68 DEV 3
74 DEV 5
53 DEV 4
39 STD 2
66 DEV 5
64 DEV 3
76 DEV 3
41 DEV 4
29 STD 4
13 STD 4
63 DEV 2
27 STD 2
42 DEV 5
31 STD 2
46 DEV 5
38 STD 5
8 STD 3
22 STD 5
15 STD 2
36 STD 3
26 STD 5
30 STD 5
54 DEV 5
35 STD 2
70 DEV 5
69 DEV 4
24 STD 3
25 STD 4
67 DEV 2
75 DEV 2
62 DEV 5
61 DEV 4
51 DEV 2
21 STD 4
5 STD 4
80 DEV 3
23 STD 2
43 DEV 2
16 STD 3
48 DEV 3
32 STD 3
28 STD 3
57 DEV 4
34 STD 5
103 SLC 2
107 SLC 2
94 SLC 5
88 SLC 3
116 SLC 3
96 SLC 3
110 SLC 5
115 SLC 2
117 SLC 4
106 SLC 5
90 SLC 5
99 SLC 2
93 SLC 4
89 SLC 4
81 SLC 4
104 SLC 3
87 SLC 2
95 SLC 2
98 SLC 5
84 SLC 3
112 SLC 3
113 SLC 4
91 SLC 2
86 SLC 5
100 SLC 3
85 SLC 4
82 SLC 5
118 SLC 5
83 SLC 2
101 SLC 4
120 SLC 3
119 SLC 2
105 SLC 4
108 SLC 3
114 SLC 5
111 SLC 2
92 SLC 3
97 SLC 4
102 SLC 5
109 SLC 4
