item sound pos
122 PRAC 1
121 PRAC 1
124 PRAC 1
125 PRAC 1
123 PRAC 1
126 PRAC 1
81 STD 3
82 STD 4
83 STD 5
91 STD 5
110 STD 4
28 DEV 2
34 DEV 4
100 STD 2
89 STD 3
1 DEV 3
19 DEV 5
105 STD 3
97 STD 3
8 DEV 2
104 STD 2
92 STD 2
103 STD 5
111 STD 5
84 STD 2
33 DEV 3
96 STD 2
101 STD 3
90 STD 4
7 DEV 5
39 DEV 5
37 DEV 3
30 DEV 4
88 STD 2
3 DEV 5
119 STD 5
18 DEV 4
120 STD 2
107 STD 5
118 STD 4
13 DEV 3
9 DEV 3
22 DEV 4
38 DEV 4
85 STD 3
94 STD 4
115 STD 5
10 DEV 4
114 STD 4
31 DEV 5
86 STD 4
25 DEV 3
99 STD 5
95 STD 5
15 DEV 5
106 STD 4
24 DEV 2
35 DEV 5
108 STD 2
17 DEV 3
12 DEV 2
32 DEV 2
98 STD 4
23 DEV 5
16 DEV 2
21 DEV 3
113 STD 3
40 DEV 2
109 STD 3
87 STD 5
20 DEV 2
6 DEV 4
36 DEV 2
5 DEV 3
26 DEV 4
102 STD 4
14 DEV 4
116 STD 2
117 STD 3
2 DEV 4
4 DEV 2
93 STD 3
112 STD 2
29 DEV 3
11 DEV 5
27 DEV 5
76 SLC 2
80 SLC 2
49 SLC 3
68 SLC 2
66 SLC 4
57 SLC 3
63 SLC 5
55 SLC 5
65 SLC 3
62 SLC 4
51 SLC 5
47 SLC 5
43 SLC 5
53 SLC 3
72 SLC 2
67 SLC 5
52 SLC 2
64 SLC 2
42 SLC 4
75 SLC 5
73 SLC 3
56 SLC 2
41 SLC 3
58 SLC 4
50 SLC 4
44 SLC 2
71 SLC 5
79 SLC 5
59 SLC 5
69 SLC 3
74 SLC 4
46 SLC 4
48 SLC 2
77 SLC 3
60 SLC 2
45 SLC 3
70 SLC 4
61 SLC 3
78 SLC 4
54 SLC 4
