item sound pos
122 PRAC 1
125 PRAC 1
121 PRAC 1
124 PRAC 1
123 PRAC 1
126 PRAC 1
41 STD 3
42 STD 4
43 STD 5
108 DEV 2
96 DEV 2
71 STD 5
112 DEV 2
98 DEV 4
83 DEV 5
46 STD 4
64 STD 2
120 DEV 2
86 DEV 4
89 DEV 3
80 STD 2
72 STD 2
106 DEV 4
61 STD 3
103 DEV 5
62 STD 4
66 STD 4
82 DEV 4
92 DEV 2
104 DEV 2
77 STD 3
70 STD 4
94 DEV 4
79 STD 5
105 DEV 3
55 STD 5
90 DEV 4
119 DEV 5
53 STD 3
93 DEV 3
67 STD 5
116 DEV 2
87 DEV 5
65 STD 3
57 STD 3
99 DEV 5
117 DEV 3
95 DEV 5
50 STD 4
60 STD 2
68 STD 2
115 DEV 5
110 DEV 4
78 STD 4
58 STD 4
52 STD 2
97 DEV 3
73 STD 3
102 DEV 4
81 DEV 3
111 DEV 5
63 STD 5
74 STD 4
51 STD 5
56 STD 2
48 STD 2
88 DEV 2
109 DEV 3
49 STD 3
76 STD 2
44 STD 2
100 DEV 2
45 STD 3
54 STD 4
113 DEV 3
84 DEV 2
85 DEV 3
114 DEV 4
47 STD 5
101 DEV 3
69 STD 3
107 DEV 5
118 DEV 4
91 DEV 5
75 STD 5
59 STD 5
24 SLC 2
11 SLC 5
2 SLC 4
4 SLC 2
13 SLC 3
10 SLC 4
9 SLC 3
30 SLC 4
20 SLC 2
34 SLC 4
6 SLC 4
7 SLC 5
8 SLC 2
3 SLC 5
38 SLC 4
37 SLC 3
39 SLC 5
18 SLC 4
16 SLC 2
1 SLC 3
36 SLC 2
28 SLC 2
40 SLC 2
33 SLC 3
15 SLC 5
27 SLC 5
14 SLC 4
32 SLC 2
17 SLC 3
35 SLC 5
26 SLC 4
23 SLC 5
25 SLC 3
21 SLC 3
12 SLC 2
5 SLC 3
29 SLC 3
19 SLC 5
22 SLC 4
31 SLC 5
